"id_col"	"ID_HOUSEHOLD"	"ID_FGD"	"NAME_ENG"	"NAME_SCIENT"	"Ventas_1"	"Ventas_2"	"Ventas_3"	"Part_Plant_1"	"Part_Plant_2"	"Part_Plant_3"	"Part_Plant_4"	"Part_Plant_5"	"Part_Plant_6"	"Part_Plant_7"	"Part_Plant_8"	"Part_Plant_9"	"Usos_1"	"Usos_2"	"Usos_3"	"Usos_4"	"Usos_6"	"Consumo_1"	"Consumo_2"	"Consumo_3"
"79"	"79"	414	400	"Groundnuts"	"Arachis hypogaea"	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"80"	"80"	414	400	"Maize"	"Zea mays"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"81"	"81"	414	400	"Yam"	"Dioscorea spp"	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
"82"	"82"	414	400	"Sweet Potato"	"Ipomoea batatas"	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
"83"	"83"	415	400	"Groundnuts"	"Arachis hypogaea"	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"84"	"84"	415	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"85"	"85"	415	400	"Sorghum"	"Sorghum bicolor"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"86"	"86"	415	400	"Maize"	"Zea mays"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"87"	"87"	415	400	"Yam"	"Dioscorea spp"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"88"	"88"	415	400	"Sweet Potato"	"Ipomoea batatas"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"89"	"89"	416	400	"Millet"	"Pennisetum glaucum"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"90"	"90"	416	400	"Groundnuts"	"Arachis hypogaea"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"91"	"91"	416	400	"Maize"	"Zea mays"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"92"	"92"	416	400	"Cowpea"	"Vigna unguiculata"	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"93"	"93"	416	400	"Yam"	"Dioscorea spp"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"94"	"94"	416	400	"Sorghum"	"Sorghum bicolor"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"95"	"95"	417	400	"Groundnuts"	"Arachis hypogaea"	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"96"	"96"	417	400	"Bambara beans"	"Vigna subterranea"	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"97"	"97"	417	400	"Maize"	"Zea mays"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"98"	"98"	417	400	"Millet"	"Pennisetum glaucum"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"99"	"99"	417	400	"Cowpea"	"Vigna unguiculata"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"100"	"100"	417	400	"Egusi melon"	"Citrullus lanatus"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"101"	"101"	418	400	"Millet"	"Pennisetum glaucum"	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"102"	"102"	418	400	"Maize"	"Zea mays"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"103"	"103"	418	400	"Groundnuts"	"Arachis hypogaea"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"104"	"104"	418	400	"Bambara beans"	"Vigna subterranea"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"105"	"105"	418	400	"Cowpea"	"Vigna unguiculata"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"106"	"106"	419	400	"Millet"	"Pennisetum glaucum"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"107"	"107"	419	400	"Groundnuts"	"Arachis hypogaea"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"108"	"108"	419	400	"Maize"	"Zea mays"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"109"	"109"	419	400	"Bambara beans"	"Vigna subterranea"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"110"	"110"	419	400	"Cowpea"	"Vigna unguiculata"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"111"	"111"	420	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"112"	"112"	420	400	"Maize"	"Zea mays"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"113"	"113"	420	400	"Sorghum"	"Sorghum bicolor"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"114"	"114"	420	400	"Groundnuts"	"Arachis hypogaea"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"115"	"115"	420	400	"Bambara beans"	"Vigna subterranea"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"116"	"116"	420	400	"Cowpea"	"Vigna unguiculata"	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"117"	"117"	421	400	"Groundnuts"	"Arachis hypogaea"	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"118"	"118"	421	400	"Millet"	"Pennisetum glaucum"	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"119"	"119"	421	400	"Sorghum"	"Sorghum bicolor"	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"120"	"120"	421	400	"Cowpea"	"Vigna unguiculata"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"121"	"121"	421	400	"Egusi melon"	"Citrullus lanatus"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"122"	"122"	421	400	"Pepper"	"Capsicum annuum"	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
"123"	"123"	422	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"124"	"124"	422	400	"Yam"	"Dioscorea spp"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"125"	"125"	422	400	"Cowpea"	"Vigna unguiculata"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"126"	"126"	422	400	"Maize"	"Zea mays"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"127"	"127"	422	400	"Groundnuts"	"Arachis hypogaea"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"128"	"128"	422	400	"Rice"	"Oryza sativa"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"129"	"129"	423	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"130"	"130"	423	400	"Sorghum"	"Sorghum bicolor"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"131"	"131"	423	400	"Rice"	"Oryza sativa"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"132"	"132"	423	400	"Groundnuts"	"Arachis hypogaea"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"133"	"133"	423	400	"Bambara beans"	"Vigna subterranea"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"134"	"134"	423	400	"Cowpea"	"Vigna unguiculata"	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"135"	"135"	424	400	"Sorghum"	"Sorghum bicolor"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"136"	"136"	424	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"137"	"137"	424	400	"Rice"	"Oryza sativa"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"138"	"138"	424	400	"Cowpea"	"Vigna unguiculata"	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"139"	"139"	424	400	"Maize"	"Zea mays"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"140"	"140"	424	400	"Groundnuts"	"Arachis hypogaea"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"141"	"141"	425	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"142"	"142"	425	400	"Groundnuts"	"Arachis hypogaea"	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"143"	"143"	425	400	"Cowpea"	"Vigna unguiculata"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"144"	"144"	425	400	"Bambara beans"	"Vigna subterranea"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"145"	"145"	425	400	"Rice"	"Oryza sativa"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"146"	"146"	425	400	"Maize"	"Zea mays"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"147"	"147"	426	400	"Groundnuts"	"Arachis hypogaea"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"148"	"148"	426	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"149"	"149"	426	400	"Maize"	"Zea mays"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"150"	"150"	426	400	"Rice"	"Oryza sativa"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"151"	"151"	426	400	"Bambara beans"	"Vigna subterranea"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"152"	"152"	426	400	"Egusi melon"	"Citrullus lanatus"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"153"	"153"	427	400	"Millet"	"Pennisetum glaucum"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"154"	"154"	427	400	"Groundnuts"	"Arachis hypogaea"	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"155"	"155"	428	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"156"	"156"	428	400	"Sorghum"	"Sorghum bicolor"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"157"	"157"	428	400	"Bambara beans"	"Vigna subterranea"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"158"	"158"	428	400	"Rice"	"Oryza sativa"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"159"	"159"	428	400	"Groundnuts"	"Arachis hypogaea"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"160"	"160"	428	400	"Cowpea"	"Vigna unguiculata"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"161"	"161"	429	400	"Groundnuts"	"Arachis hypogaea"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"162"	"162"	429	400	"Sorghum"	"Sorghum bicolor"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"163"	"163"	429	400	"Maize"	"Zea mays"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"164"	"164"	429	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"165"	"165"	429	400	"Bambara beans"	"Vigna subterranea"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"166"	"166"	429	400	"Rice"	"Oryza sativa"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"167"	"167"	430	400	"Groundnuts"	"Arachis hypogaea"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"168"	"168"	430	400	"Bambara beans"	"Vigna subterranea"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"169"	"169"	430	400	"Cowpea"	"Vigna unguiculata"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"170"	"170"	430	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"171"	"171"	430	400	"Rice"	"Oryza sativa"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"172"	"172"	430	400	"Maize"	"Zea mays"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"173"	"173"	431	400	"Millet"	"Pennisetum glaucum"	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"174"	"174"	431	400	"Bambara beans"	"Vigna subterranea"	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"175"	"175"	431	400	"Groundnuts"	"Arachis hypogaea"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"176"	"176"	431	400	"Rice"	"Oryza sativa"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"177"	"177"	431	400	"Maize"	"Zea mays"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"178"	"178"	432	400	"Groundnuts"	"Arachis hypogaea"	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"179"	"179"	432	400	"Millet"	"Arachis hypogaea"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"180"	"180"	432	400	"Sorghum"	"Sorghum bicolor"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"181"	"181"	432	400	"Maize"	"Zea mays"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"182"	"182"	432	400	"Rice"	"Oryza sativa"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"183"	"183"	432	400	"Yam"	"Dioscorea spp"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"184"	"184"	433	400	"Maize"	"Zea mays"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"185"	"185"	433	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"186"	"186"	433	400	"Bambara beans"	"Vigna subterranea"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"187"	"187"	433	400	"Groundnuts"	"Arachis hypogaea"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
"188"	"188"	433	400	"Rice"	"Oryza sativa"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"189"	"189"	433	400	"Yam"	"Dioscorea spp"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"190"	"190"	434	400	"Maize"	"Zea mays"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"191"	"191"	434	400	"Millet"	"Pennisetum glaucum"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
